wam.txt 0 :	0 0 0 
wam.txt 3374 :	1 1 1 
wam.txt 3375 :	0 1 1 
wam.txt 3376 :	0 1 1 
wam.txt 3377 :	0 0 1 
wam.txt 3378 :	0 0 1 
wam.txt 3379 :	0 1 0 
wam.txt 3380 :	0 0 1 
wam.txt 3381 :	0 1 1 
wam.txt 3382 :	0 1 1 
wam.txt 3383 :	0 0 1 
wam.txt 3384 :	1 0 1 
wam.txt 3385 :	0 1 1 
wam.txt 3386 :	0 0 1 
wam.txt 3387 :	0 0 0 
wam.txt 3388 :	0 0 1 
wam.txt 3389 :	0 0 1 
wam.txt 3390 :	0 0 1 
wam.txt 3391 :	0 1 1 
wam.txt 3392 :	0 1 0 
wam.txt 3393 :	0 0 1 
wam.txt 3394 :	0 1 1 
wam.txt 3395 :	0 1 1 
wam.txt 3396 :	0 1 1 
wam.txt 3397 :	0 1 1 
wam.txt 3398 :	0 0 1 
wam.txt 3399 :	0 0 1 
wam.txt 3400 :	0 0 1 
wam.txt 3401 :	0 0 1 
wam.txt 3402 :	0 0 1 
wam.txt 3403 :	0 0 1 
wam.txt 3404 :	1 0 1 
wam.txt 3405 :	0 0 1 
wam.txt 3406 :	0 1 1 
wam.txt 3407 :	0 1 0 
wam.txt 3408 :	0 1 1 
wam.txt 3409 :	0 1 1 
wam.txt 3410 :	0 0 1 
wam.txt 3411 :	0 0 1 
wam.txt 3412 :	1 1 1 
wam.txt 3413 :	0 0 1 
wam.txt 3414 :	0 0 1 
wam.txt 3415 :	0 1 1 
wam.txt 3416 :	0 0 1 
wam.txt 3417 :	0 0 1 
wam.txt 3418 :	0 0 1 
wam.txt 3419 :	0 1 0 
wam.txt 3420 :	1 1 0 
wam.txt 3421 :	0 0 1 
wam.txt 3422 :	0 1 1 
wam.txt 3423 :	0 0 1 
wam.txt 3424 :	0 1 1 
wam.txt 3425 :	1 0 1 
wam.txt 3426 :	0 0 1 
wam.txt 3427 :	0 0 1 
wam.txt 3428 :	0 0 0 
wam.txt 3429 :	0 1 1 
wam.txt 3430 :	0 0 1 
wam.txt 3431 :	0 0 0 
wam.txt 3432 :	1 0 1 
wam.txt 3433 :	0 1 1 
wam.txt 3434 :	0 1 1 
wam.txt 3435 :	0 0 1 
wam.txt 3436 :	0 0 1 
wam.txt 3437 :	0 1 1 
wam.txt 3438 :	0 0 1 
wam.txt 3439 :	1 0 1 
wam.txt 3440 :	0 1 1 
wam.txt 3441 :	0 1 1 
wam.txt 3442 :	0 0 1 
wam.txt 3443 :	0 0 1 
wam.txt 3444 :	0 1 1 
wam.txt 3445 :	0 1 1 
wam.txt 3446 :	1 1 1 
wam.txt 3447 :	0 1 1 
wam.txt 3448 :	1 0 1 
wam.txt 3449 :	0 0 1 
wam.txt 3450 :	0 1 0 
wam.txt 3451 :	0 1 1 
wam.txt 3452 :	0 0 1 
wam.txt 3453 :	0 0 1 
wam.txt 3454 :	0 1 1 
wam.txt 3455 :	0 1 1 
wam.txt 3456 :	0 1 1 
wam.txt 3457 :	0 0 1 
wam.txt 3458 :	0 1 1 
wam.txt 3459 :	0 0 1 
wam.txt 3460 :	0 1 0 
wam.txt 3461 :	0 0 1 
wam.txt 3462 :	0 0 0 
wam.txt 3463 :	0 1 1 
wam.txt 3464 :	0 0 1 
wam.txt 3465 :	0 1 1 
wam.txt 3466 :	0 1 1 
wam.txt 3467 :	0 1 1 
wam.txt 3468 :	0 1 1 
wam.txt 3469 :	0 1 1 
wam.txt 3470 :	0 0 1 
wam.txt 3471 :	0 0 1 
wam.txt 3472 :	1 0 1 
wam.txt 3473 :	0 0 1 
wam.txt 3474 :	0 0 1 
wam.txt 3475 :	1 1 1 
wam.txt 3476 :	0 1 1 
wam.txt 3477 :	0 1 1 
wam.txt 3478 :	0 0 1 
wam.txt 3479 :	0 1 1 
wam.txt 3480 :	0 1 1 
wam.txt 3481 :	0 1 1 
wam.txt 3482 :	0 0 1 
wam.txt 3483 :	1 0 1 
wam.txt 3484 :	0 1 1 
wam.txt 3485 :	0 0 1 
wam.txt 3486 :	0 0 1 
wam.txt 3487 :	1 1 1 
wam.txt 3488 :	0 1 1 
wam.txt 3489 :	0 1 1 
wam.txt 3490 :	0 1 1 
wam.txt 3491 :	0 0 1 
wam.txt 3492 :	0 0 1 
wam.txt 3493 :	0 0 1 
wam.txt 3494 :	0 0 1 
wam.txt 3495 :	0 1 1 
wam.txt 3496 :	0 1 1 
wam.txt 3497 :	0 1 1 
wam.txt 3498 :	0 1 1 
wam.txt 3499 :	0 1 1 
wam.txt 3500 :	0 0 1 
wam.txt 3501 :	0 0 1 
wam.txt 3502 :	0 0 1 
wam.txt 3503 :	0 0 1 
wam.txt 3504 :	0 1 0 
wam.txt 3505 :	0 1 1 
wam.txt 3506 :	0 1 1 
wam.txt 3507 :	0 1 1 
wam.txt 3508 :	0 1 1 
wam.txt 3509 :	0 0 1 
wam.txt 3510 :	0 1 1 
wam.txt 3511 :	0 0 1 
wam.txt 3512 :	0 0 1 
wam.txt 3513 :	0 1 1 
wam.txt 3514 :	0 0 1 
wam.txt 3515 :	0 0 1 
wam.txt 3516 :	0 1 1 
wam.txt 3517 :	0 0 1 
wam.txt 3518 :	0 0 1 
wam.txt 3519 :	0 1 1 
wam.txt 3520 :	0 0 1 
wam.txt 3521 :	0 0 1 
wam.txt 3522 :	0 0 1 
wam.txt 3523 :	0 1 1 
wam.txt 3524 :	1 0 0 
wam.txt 3525 :	0 0 1 
wam.txt 3526 :	0 0 1 
wam.txt 3527 :	0 0 1 
wam.txt 3528 :	0 0 1 
wam.txt 3529 :	0 0 1 
wam.txt 3530 :	0 0 1 
wam.txt 3531 :	0 0 1 
wam.txt 3532 :	0 1 1 
wam.txt 3533 :	0 0 1 
wam.txt 3534 :	0 0 0 
wam.txt 3535 :	1 1 1 
wam.txt 3536 :	0 0 1 
wam.txt 3537 :	0 1 0 
wam.txt 3538 :	0 1 1 
wam.txt 3539 :	0 1 1 
wam.txt 3540 :	0 0 1 
wam.txt 3541 :	0 1 1 
wam.txt 3542 :	1 1 1 
wam.txt 3543 :	0 0 1 
wam.txt 3544 :	0 1 0 
wam.txt 3545 :	0 0 0 
wam.txt 3546 :	0 0 1 
wam.txt 3547 :	0 1 1 
wam.txt 3548 :	0 1 1 
wam.txt 3549 :	0 1 1 
wam.txt 3550 :	0 1 1 
wam.txt 3551 :	0 1 1 
wam.txt 3552 :	0 1 1 
wam.txt 3553 :	0 1 1 
wam.txt 3554 :	0 0 1 
wam.txt 3555 :	0 0 1 
wam.txt 3556 :	0 0 1 
wam.txt 3557 :	0 0 1 
wam.txt 3558 :	0 1 1 
wam.txt 3559 :	0 0 1 
wam.txt 3560 :	0 0 1 
wam.txt 3561 :	0 1 1 
wam.txt 3562 :	1 1 0 
wam.txt 3563 :	0 0 1 
wam.txt 3564 :	1 1 0 
wam.txt 3565 :	0 1 1 
wam.txt 3566 :	0 1 1 
wam.txt 3567 :	0 1 1 
wam.txt 3568 :	0 1 1 
wam.txt 3569 :	0 0 1 
wam.txt 3570 :	0 0 1 
wam.txt 3571 :	0 1 1 
wam.txt 3572 :	0 0 1 
wam.txt 3573 :	0 0 1 
wam.txt 3574 :	1 0 1 
wam.txt 3575 :	0 0 1 
wam.txt 3576 :	1 0 1 
wam.txt 3577 :	0 1 1 
wam.txt 3578 :	0 0 1 
wam.txt 3579 :	0 1 1 
wam.txt 3580 :	0 1 1 
wam.txt 3581 :	0 1 1 
wam.txt 3582 :	0 1 1 
wam.txt 3583 :	0 1 1 
wam.txt 3584 :	0 0 1 
wam.txt 3585 :	0 0 1 
wam.txt 3586 :	0 1 1 
wam.txt 3587 :	0 0 1 
wam.txt 3588 :	0 1 1 
wam.txt 3589 :	0 0 0 
wam.txt 3590 :	0 1 1 
wam.txt 3591 :	0 0 1 
wam.txt 3592 :	0 1 1 
wam.txt 3593 :	0 1 1 
wam.txt 3594 :	0 1 1 
wam.txt 3595 :	0 0 1 
wam.txt 3596 :	0 1 1 
wam.txt 3597 :	0 0 1 
wam.txt 3598 :	0 1 1 
wam.txt 3599 :	0 1 0 
wam.txt 3600 :	0 1 1 
wam.txt 3601 :	1 1 0 
wam.txt 3602 :	0 0 1 
wam.txt 3603 :	0 0 1 
wam.txt 3604 :	0 0 1 
wam.txt 3605 :	0 1 0 
wam.txt 3606 :	0 1 1 
wam.txt 3607 :	0 0 0 
wam.txt 3608 :	0 1 1 
wam.txt 3609 :	0 0 1 
wam.txt 3610 :	0 1 1 
wam.txt 3611 :	0 0 1 
wam.txt 3612 :	0 1 1 
wam.txt 3613 :	0 0 1 
wam.txt 3614 :	0 1 0 
wam.txt 3615 :	0 0 1 
wam.txt 3616 :	0 1 1 
wam.txt 3617 :	0 0 1 
wam.txt 3618 :	1 0 1 
wam.txt 3619 :	0 1 1 
wam.txt 3620 :	0 1 1 
wam.txt 3621 :	1 1 1 
wam.txt 3622 :	0 1 1 
wam.txt 3623 :	1 0 1 
wam.txt 3624 :	0 1 1 
wam.txt 3625 :	0 0 1 
wam.txt 3626 :	0 1 1 
wam.txt 3627 :	0 1 1 
wam.txt 3628 :	0 1 1 
wam.txt 3629 :	0 0 1 
wam.txt 3630 :	0 1 1 
wam.txt 3631 :	0 0 1 
wam.txt 3632 :	0 1 1 
wam.txt 3633 :	0 1 1 
wam.txt 3634 :	0 0 1 
wam.txt 3635 :	0 0 1 
wam.txt 3636 :	0 0 1 
wam.txt 3637 :	0 0 1 
wam.txt 3638 :	0 0 1 
wam.txt 3639 :	0 1 1 
wam.txt 3640 :	0 0 1 
wam.txt 3641 :	0 1 1 
wam.txt 3642 :	0 0 1 
wam.txt 3643 :	0 1 1 
wam.txt 3644 :	0 1 1 
wam.txt 3645 :	0 1 1 
wam.txt 3646 :	0 0 1 
wam.txt 3647 :	1 0 1 
wam.txt 3648 :	0 0 1 
wam.txt 3649 :	0 1 1 
wam.txt 3650 :	0 0 1 
wam.txt 3651 :	0 1 1 
wam.txt 3652 :	0 1 1 
wam.txt 3653 :	0 1 1 
wam.txt 3654 :	0 1 1 
wam.txt 3655 :	0 1 0 
wam.txt 3656 :	0 1 1 
wam.txt 3657 :	0 1 1 
wam.txt 3658 :	0 0 1 
wam.txt 3659 :	0 0 1 
wam.txt 3660 :	0 0 1 
wam.txt 3661 :	0 1 1 
wam.txt 3662 :	0 1 1 
wam.txt 3663 :	1 0 1 
wam.txt 3664 :	0 1 1 
wam.txt 3665 :	0 0 1 
wam.txt 3666 :	0 1 1 
wam.txt 3667 :	0 1 1 
wam.txt 3668 :	0 0 1 
wam.txt 3669 :	0 1 1 
wam.txt 3670 :	0 0 1 
wam.txt 3671 :	0 0 0 
wam.txt 3672 :	0 0 1 
wam.txt 3673 :	0 1 0 
wam.txt 3674 :	0 1 1 
wam.txt 3675 :	0 0 1 
wam.txt 3676 :	0 1 1 
wam.txt 3677 :	0 0 0 
wam.txt 3678 :	0 0 1 
wam.txt 3679 :	0 1 1 
wam.txt 3680 :	0 0 1 
wam.txt 3681 :	0 1 1 
wam.txt 3682 :	0 0 1 
wam.txt 3683 :	0 1 1 
wam.txt 3684 :	0 1 1 
wam.txt 3685 :	0 1 1 
wam.txt 3686 :	0 1 1 
wam.txt 3687 :	0 1 1 
wam.txt 3688 :	0 0 1 
wam.txt 3689 :	1 0 1 
wam.txt 3690 :	0 1 1 
wam.txt 3691 :	0 0 0 
wam.txt 3692 :	0 0 1 
wam.txt 3693 :	0 0 1 
wam.txt 3694 :	0 0 1 
wam.txt 3695 :	0 1 1 
wam.txt 3696 :	0 0 1 
wam.txt 3697 :	0 0 1 
wam.txt 3698 :	0 0 1 
wam.txt 3699 :	0 1 1 
wam.txt 3700 :	0 1 1 
wam.txt 3701 :	0 0 1 
wam.txt 3702 :	0 0 1 
wam.txt 3703 :	0 1 0 
wam.txt 3704 :	0 1 1 
wam.txt 3705 :	1 1 1 
wam.txt 3706 :	0 1 1 
wam.txt 3707 :	0 0 1 
wam.txt 3708 :	0 0 1 
wam.txt 3709 :	0 1 1 
wam.txt 3710 :	0 1 1 
wam.txt 3711 :	0 1 1 
wam.txt 3712 :	1 0 1 
wam.txt 3713 :	0 1 1 
wam.txt 3714 :	0 0 1 
wam.txt 3715 :	0 0 1 
wam.txt 3716 :	0 0 1 
wam.txt 3717 :	0 1 1 
wam.txt 3718 :	0 0 1 
wam.txt 3719 :	0 1 1 
wam.txt 3720 :	0 1 1 
wam.txt 3721 :	0 1 1 
wam.txt 3722 :	0 0 1 
wam.txt 3723 :	0 1 1 
wam.txt 3724 :	0 0 1 
wam.txt 3725 :	0 1 1 
wam.txt 3726 :	0 1 0 
wam.txt 3727 :	0 1 1 
wam.txt 3728 :	0 1 0 
wam.txt 3729 :	0 1 0 
wam.txt 3730 :	1 0 1 
wam.txt 3731 :	0 1 1 
wam.txt 3732 :	0 1 1 
wam.txt 3733 :	0 1 1 
wam.txt 3734 :	0 1 1 
wam.txt 3735 :	0 1 1 
wam.txt 3736 :	0 1 1 
wam.txt 3737 :	0 0 1 
wam.txt 3738 :	0 0 1 
wam.txt 3739 :	0 0 1 
wam.txt 3740 :	0 0 1 
wam.txt 3741 :	0 1 1 
wam.txt 3742 :	0 1 0 
wam.txt 3743 :	0 1 1 
wam.txt 3744 :	0 1 1 
wam.txt 3745 :	0 0 0 
wam.txt 3746 :	0 0 1 
wam.txt 3747 :	0 1 1 
wam.txt 3748 :	0 1 1 
wam.txt 3749 :	0 1 1 
wam.txt 3750 :	0 0 1 
wam.txt 3751 :	0 0 1 
wam.txt 3752 :	0 1 1 
wam.txt 3753 :	0 1 1 
wam.txt 3754 :	0 1 0 
wam.txt 3755 :	0 1 1 
wam.txt 3756 :	0 1 1 
wam.txt 3757 :	0 1 1 
wam.txt 3758 :	0 0 1 
wam.txt 3759 :	0 1 1 
wam.txt 3760 :	0 0 1 
wam.txt 3761 :	0 1 1 
wam.txt 3762 :	0 1 1 
wam.txt 3763 :	0 1 1 
wam.txt 3764 :	0 0 1 
wam.txt 3765 :	0 1 1 
wam.txt 3766 :	0 0 0 
wam.txt 3767 :	0 1 0 
wam.txt 3768 :	0 1 0 
wam.txt 3769 :	0 0 1 
wam.txt 3770 :	0 1 1 
wam.txt 3771 :	1 1 1 
wam.txt 3772 :	0 0 1 
wam.txt 3773 :	0 0 1 
wam.txt 3774 :	0 0 1 
wam.txt 3775 :	0 0 1 
wam.txt 3776 :	1 0 1 
wam.txt 3777 :	0 1 1 
wam.txt 3778 :	0 0 1 
wam.txt 3779 :	1 0 1 
wam.txt 3780 :	0 1 0 
wam.txt 3781 :	0 0 1 
wam.txt 3782 :	0 1 1 
wam.txt 3783 :	0 0 1 
wam.txt 3784 :	0 1 1 
wam.txt 3785 :	0 0 1 
wam.txt 3786 :	0 0 1 
wam.txt 3787 :	0 0 1 
wam.txt 3788 :	0 0 1 
wam.txt 3789 :	0 0 1 
wam.txt 3790 :	0 1 1 
wam.txt 3791 :	1 1 1 
wam.txt 3792 :	0 1 1 
wam.txt 3793 :	0 0 1 
wam.txt 3794 :	0 0 1 
wam.txt 3795 :	0 0 1 
wam.txt 3796 :	0 0 1 
wam.txt 3797 :	0 0 1 
wam.txt 3798 :	0 0 1 
wam.txt 3799 :	0 1 1 
wam.txt 3800 :	0 1 1 
wam.txt 3801 :	0 0 1 
wam.txt 3802 :	1 1 1 
wam.txt 3803 :	0 0 1 
wam.txt 3804 :	0 1 1 
wam.txt 3805 :	0 0 1 
wam.txt 3806 :	0 0 1 
wam.txt 3807 :	0 1 1 
wam.txt 3808 :	0 0 0 
wam.txt 3809 :	1 1 1 
wam.txt 3810 :	0 1 1 
wam.txt 3811 :	0 0 1 
wam.txt 3812 :	1 0 1 
wam.txt 3813 :	0 1 1 
wam.txt 3814 :	0 0 1 
wam.txt 3815 :	0 1 1 
wam.txt 3816 :	1 0 1 
wam.txt 3817 :	0 1 0 
wam.txt 3818 :	0 0 1 
wam.txt 3819 :	0 0 1 
wam.txt 3820 :	0 1 1 
wam.txt 3821 :	0 1 1 
wam.txt 3822 :	0 0 1 
wam.txt 3823 :	0 0 1 
wam.txt 3824 :	0 1 0 
wam.txt 3825 :	0 1 0 
wam.txt 3826 :	0 0 1 
wam.txt 3827 :	0 1 1 
wam.txt 3828 :	0 1 0 
wam.txt 3829 :	0 0 1 
wam.txt 3830 :	0 0 1 
wam.txt 3831 :	0 0 1 
wam.txt 3832 :	0 0 1 
wam.txt 3833 :	0 1 1 
wam.txt 3834 :	1 1 1 
wam.txt 3835 :	1 1 1 
wam.txt 3836 :	0 1 1 
wam.txt 3837 :	0 0 0 
wam.txt 3838 :	0 0 1 
wam.txt 3839 :	0 0 1 
wam.txt 3840 :	0 1 1 
wam.txt 3841 :	0 0 1 
wam.txt 3842 :	0 0 0 
wam.txt 3843 :	0 1 1 
wam.txt 3844 :	0 1 1 
wam.txt 3845 :	0 1 1 
wam.txt 3846 :	0 1 1 
wam.txt 3847 :	0 0 1 
wam.txt 3848 :	0 1 1 
wam.txt 3849 :	0 1 1 
wam.txt 3850 :	1 0 1 
wam.txt 3851 :	0 1 1 
wam.txt 3852 :	0 1 1 
wam.txt 3853 :	0 1 1 
wam.txt 3854 :	0 0 1 
wam.txt 3855 :	0 1 1 
wam.txt 3856 :	0 1 1 
wam.txt 3857 :	1 1 1 
wam.txt 3858 :	0 0 1 
wam.txt 3859 :	0 1 1 
wam.txt 3860 :	0 0 0 
wam.txt 3861 :	0 0 1 
wam.txt 3862 :	0 0 0 
wam.txt 3863 :	0 1 1 
wam.txt 3864 :	0 0 1 
wam.txt 3865 :	1 0 1 
wam.txt 3866 :	1 1 1 
wam.txt 3867 :	0 0 1 
wam.txt 3868 :	0 1 1 
wam.txt 3869 :	0 1 1 
wam.txt 3870 :	0 1 0 
wam.txt 3871 :	0 1 1 
wam.txt 3872 :	0 1 1 
wam.txt 3873 :	0 0 1 
wam.txt 3874 :	0 1 1 
wam.txt 3875 :	0 1 1 
wam.txt 3876 :	0 1 1 
wam.txt 3877 :	0 0 1 
wam.txt 3878 :	0 1 1 
wam.txt 3879 :	0 1 1 
wam.txt 3880 :	0 1 1 
wam.txt 3881 :	0 1 1 
wam.txt 3882 :	0 0 1 
wam.txt 3883 :	0 0 1 
wam.txt 3884 :	0 1 1 
wam.txt 3885 :	0 0 1 
wam.txt 3886 :	0 1 1 
wam.txt 3887 :	0 1 0 
wam.txt 3888 :	0 0 1 
wam.txt 3889 :	0 0 1 
wam.txt 3890 :	0 1 1 
wam.txt 3891 :	0 1 1 
wam.txt 3892 :	0 0 1 
wam.txt 3893 :	0 0 1 
wam.txt 3894 :	0 0 1 
wam.txt 3895 :	0 0 1 
wam.txt 3896 :	0 0 1 
wam.txt 3897 :	0 1 1 
wam.txt 3898 :	0 1 1 
wam.txt 3899 :	1 0 1 
wam.txt 3900 :	0 1 1 
wam.txt 3901 :	0 1 1 
wam.txt 3902 :	0 1 1 
wam.txt 3903 :	0 0 1 
wam.txt 3904 :	0 0 1 
wam.txt 3905 :	0 0 1 
wam.txt 3906 :	1 1 1 
wam.txt 3907 :	0 1 1 
wam.txt 3908 :	0 0 1 
wam.txt 3909 :	0 0 0 
wam.txt 3910 :	1 1 1 
wam.txt 3911 :	0 1 1 
wam.txt 3912 :	1 0 1 
wam.txt 3913 :	0 1 1 
wam.txt 3914 :	0 1 1 
wam.txt 3915 :	0 0 1 
wam.txt 3916 :	1 0 1 
wam.txt 3917 :	0 0 1 
wam.txt 3918 :	0 1 1 
wam.txt 3919 :	0 1 1 
wam.txt 3920 :	0 0 0 
wam.txt 3921 :	0 0 1 
wam.txt 3922 :	0 1 1 
wam.txt 3923 :	0 0 1 
wam.txt 3924 :	0 0 0 
wam.txt 3925 :	0 0 1 
wam.txt 3926 :	0 0 1 
wam.txt 3927 :	0 0 1 
wam.txt 3928 :	0 0 0 
wam.txt 3929 :	0 0 1 
wam.txt 3930 :	0 0 1 
wam.txt 3931 :	1 1 0 
wam.txt 3932 :	0 0 0 
wam.txt 3933 :	0 0 0 
wam.txt 3934 :	0 1 0 
wam.txt 3935 :	0 0 1 
wam.txt 3936 :	0 1 1 
wam.txt 3937 :	0 0 1 
wam.txt 3938 :	0 0 1 
wam.txt 3939 :	0 1 1 
wam.txt 3940 :	0 0 1 
wam.txt 3941 :	0 0 1 
wam.txt 3942 :	0 0 1 
wam.txt 3943 :	0 1 1 
wam.txt 3944 :	0 1 0 
wam.txt 3945 :	0 1 1 
wam.txt 3946 :	0 0 1 
wam.txt 3947 :	1 0 1 
wam.txt 3948 :	0 1 1 
wam.txt 3949 :	0 0 1 
wam.txt 3950 :	0 0 1 
wam.txt 3951 :	0 0 1 
wam.txt 3952 :	0 0 1 
wam.txt 3953 :	0 0 1 
wam.txt 3954 :	0 1 1 
wam.txt 3955 :	0 1 1 
wam.txt 3956 :	0 0 1 
wam.txt 3957 :	0 1 1 
wam.txt 3958 :	0 1 1 
wam.txt 3959 :	0 1 1 
wam.txt 3960 :	0 0 0 
wam.txt 3961 :	1 1 1 
wam.txt 3962 :	0 1 0 
wam.txt 3963 :	1 0 1 
wam.txt 3964 :	0 0 0 
wam.txt 3965 :	0 0 1 
wam.txt 3966 :	0 0 1 
wam.txt 3967 :	0 0 1 
wam.txt 3968 :	0 1 0 
wam.txt 3969 :	1 1 1 
wam.txt 3970 :	0 1 1 
wam.txt 3971 :	1 0 1 
wam.txt 3972 :	0 1 1 
wam.txt 3973 :	0 0 0 
wam.txt 3974 :	0 0 1 
wam.txt 3975 :	0 0 1 
wam.txt 3976 :	0 1 1 
wam.txt 3977 :	0 0 0 
wam.txt 3978 :	0 1 1 
wam.txt 3979 :	1 1 1 
wam.txt 3980 :	1 1 1 
wam.txt 3981 :	0 1 1 
wam.txt 3982 :	0 0 1 
wam.txt 3983 :	0 1 1 
wam.txt 3984 :	0 0 1 
wam.txt 3985 :	0 1 0 
wam.txt 3986 :	0 1 1 
wam.txt 3987 :	0 0 1 
wam.txt 3988 :	0 1 1 
wam.txt 3989 :	1 0 1 
wam.txt 3990 :	1 0 1 
wam.txt 3991 :	0 1 1 
wam.txt 3992 :	0 1 1 
wam.txt 3993 :	1 1 1 
wam.txt 3994 :	0 0 1 
wam.txt 3995 :	0 1 1 
wam.txt 3996 :	0 1 1 
wam.txt 3997 :	0 0 1 
wam.txt 3998 :	0 0 1 
wam.txt 3999 :	0 0 0 
wam.txt 4000 :	0 1 1 
wam.txt 4001 :	0 1 1 
wam.txt 4002 :	0 0 1 
wam.txt 4003 :	0 1 1 
wam.txt 4004 :	0 0 1 
wam.txt 4005 :	0 0 1 
wam.txt 4006 :	0 1 1 
wam.txt 4007 :	0 0 1 
wam.txt 4008 :	0 0 1 
wam.txt 4009 :	0 1 1 
wam.txt 4010 :	0 0 1 
wam.txt 4011 :	0 1 1 
wam.txt 4012 :	1 0 1 
wam.txt 4013 :	0 1 1 
wam.txt 4014 :	0 1 1 
wam.txt 4015 :	0 0 1 
wam.txt 4016 :	1 1 1 
wam.txt 4017 :	0 1 1 
wam.txt 4018 :	0 1 1 
wam.txt 4019 :	0 0 1 
wam.txt 4020 :	0 0 1 
wam.txt 4021 :	0 0 1 
wam.txt 4022 :	0 0 1 
wam.txt 4023 :	0 0 1 
wam.txt 4024 :	0 1 1 
wam.txt 4025 :	0 0 1 
wam.txt 4026 :	0 1 0 
wam.txt 4027 :	0 0 1 
wam.txt 4028 :	0 0 1 
wam.txt 4029 :	0 0 0 
wam.txt 4030 :	0 0 1 
wam.txt 4031 :	0 1 1 
wam.txt 4032 :	0 0 1 
wam.txt 4033 :	0 1 1 
wam.txt 4034 :	0 1 1 
wam.txt 4035 :	0 0 1 
wam.txt 4036 :	0 0 1 
wam.txt 4037 :	0 1 1 
wam.txt 4038 :	0 1 1 
wam.txt 4039 :	0 1 1 
wam.txt 4040 :	0 1 1 
wam.txt 4041 :	0 1 1 
wam.txt 4042 :	0 0 1 
wam.txt 4043 :	0 0 1 
wam.txt 4044 :	0 0 1 
wam.txt 4045 :	0 1 1 
wam.txt 4046 :	0 1 1 
wam.txt 4047 :	0 0 1 
wam.txt 4048 :	0 0 1 
wam.txt 4049 :	0 0 0 
wam.txt 4050 :	0 1 1 
wam.txt 4051 :	0 1 0 
wam.txt 4052 :	0 1 1 
wam.txt 4053 :	0 0 1 
wam.txt 4054 :	0 0 1 
wam.txt 4055 :	0 1 1 
wam.txt 4056 :	0 0 1 
wam.txt 4057 :	0 1 1 
wam.txt 4058 :	1 1 1 
wam.txt 4059 :	0 0 1 
wam.txt 4060 :	0 0 0 
wam.txt 4061 :	0 1 0 
wam.txt 4062 :	0 1 1 
wam.txt 4063 :	0 1 1 
wam.txt 4064 :	0 1 1 
wam.txt 4065 :	0 1 1 
wam.txt 4066 :	0 0 1 
wam.txt 4067 :	0 1 1 
wam.txt 4068 :	0 0 1 
wam.txt 4069 :	0 1 1 
wam.txt 4070 :	0 0 1 
wam.txt 4071 :	0 0 1 
wam.txt 4072 :	0 0 1 
wam.txt 4073 :	0 1 1 
wam.txt 4074 :	0 1 1 
wam.txt 4075 :	0 1 1 
wam.txt 4076 :	0 1 1 
wam.txt 4077 :	0 0 0 
wam.txt 4078 :	0 1 1 
wam.txt 4079 :	0 0 1 
wam.txt 4080 :	0 1 1 
wam.txt 4081 :	0 1 1 
wam.txt 4082 :	1 1 1 
wam.txt 4083 :	0 1 0 
wam.txt 4084 :	0 1 0 
wam.txt 4085 :	0 0 1 
wam.txt 4086 :	0 1 1 
wam.txt 4087 :	0 1 1 
wam.txt 4088 :	0 1 1 
wam.txt 4089 :	1 1 1 
wam.txt 4090 :	0 1 0 
wam.txt 4091 :	0 0 1 
wam.txt 4092 :	0 0 1 
wam.txt 4093 :	0 0 1 
wam.txt 4094 :	0 1 1 
wam.txt 4095 :	0 0 1 
wam.txt 4096 :	0 1 0 
wam.txt 4097 :	0 0 1 
wam.txt 4098 :	0 0 1 
wam.txt 4099 :	0 1 0 
wam.txt 4100 :	0 1 0 
wam.txt 4101 :	0 0 1 
wam.txt 4102 :	0 1 1 
wam.txt 4103 :	0 0 1 
wam.txt 4104 :	0 0 1 
wam.txt 4105 :	0 1 1 
wam.txt 4106 :	0 0 1 
wam.txt 4107 :	0 0 1 
wam.txt 4108 :	0 0 1 
wam.txt 4109 :	0 0 1 
wam.txt 4110 :	0 0 1 
wam.txt 4111 :	0 1 1 
wam.txt 4112 :	0 0 1 
wam.txt 4113 :	0 1 1 
wam.txt 4114 :	0 0 1 
wam.txt 4115 :	0 0 1 
wam.txt 4116 :	0 1 1 
wam.txt 4117 :	0 1 1 
wam.txt 4118 :	0 1 1 
wam.txt 4119 :	0 1 1 
wam.txt 4120 :	0 0 1 
wam.txt 4121 :	0 0 1 
wam.txt 4122 :	0 1 1 
wam.txt 4123 :	0 0 1 
wam.txt 4124 :	0 1 0 
wam.txt 4125 :	0 0 1 
wam.txt 4126 :	0 1 0 
wam.txt 4127 :	0 1 1 
wam.txt 4128 :	0 0 1 
wam.txt 4129 :	0 1 0 
wam.txt 4130 :	0 0 0 
wam.txt 4131 :	0 0 1 
wam.txt 4132 :	0 0 1 
wam.txt 4133 :	0 1 1 
wam.txt 4134 :	1 0 1 
wam.txt 4135 :	0 1 1 
wam.txt 4136 :	0 0 1 
wam.txt 4137 :	1 1 1 
wam.txt 4138 :	0 0 1 
wam.txt 4139 :	0 1 1 
wam.txt 4140 :	0 1 1 
wam.txt 4141 :	0 1 1 
wam.txt 4142 :	1 0 1 
wam.txt 4143 :	0 0 1 
wam.txt 4144 :	0 0 1 
wam.txt 4145 :	0 0 1 
wam.txt 4146 :	0 0 1 
wam.txt 4147 :	0 1 1 
wam.txt 4148 :	0 0 1 
wam.txt 4149 :	0 1 1 
